municipio,consorcio,anos,tendencia,nivel,pos_intervencao,PIB
Carpina,COMANAS,2017,16,1,11,1318990.0
Catende,COMAGSUL,2002,1,0,0,81480.0
Catende,COMAGSUL,2003,2,0,0,72333.0
Catende,COMAGSUL,2004,3,0,0,83829.0
Catende,COMAGSUL,2005,4,1,1,96143.0
Catende,COMAGSUL,2006,5,1,2,106721.0
Catende,COMAGSUL,2007,6,1,3,120673.0
Catende,COMAGSUL,2008,7,1,4,128508.0
Catende,COMAGSUL,2009,8,1,5,162039.0
Catende,COMAGSUL,2010,9,1,6,213141.0
Catende,COMAGSUL,2011,10,1,7,203995.0
Catende,COMAGSUL,2012,11,1,8,206493.0
Catende,COMAGSUL,2013,12,1,9,240803.0
Catende,COMAGSUL,2014,13,1,10,266167.0
Catende,COMAGSUL,2015,14,1,11,254555.0
Catende,COMAGSUL,2016,15,1,12,264656.0
Catende,COMAGSUL,2017,16,1,13,289182.0
Cedro,CINDESC,2002,1,0,0,15713.0
Cedro,CINDESC,2003,2,0,0,17706.0
Cedro,CINDESC,2004,3,0,0,19731.0
Cedro,CINDESC,2005,4,0,0,22286.0
Cedro,CINDESC,2006,5,0,0,26229.0
Cedro,CINDESC,2007,6,0,0,29602.0
Cedro,CINDESC,2008,7,0,0,36211.0
Cedro,CINDESC,2009,8,1,1,38983.0
Cedro,CINDESC,2010,9,1,2,40678.0
Cedro,CINDESC,2011,10,1,3,56020.0
Cedro,CINDESC,2012,11,1,4,58239.0
Cedro,CINDESC,2013,12,1,5,66097.0
Cedro,CINDESC,2014,13,1,6,72077.0
Cedro,CINDESC,2015,14,1,7,74944.0
Cedro,CINDESC,2016,15,1,8,79587.0
Cedro,CINDESC,2017,16,1,9,87538.0
Chã de Alegria,COMANAS,2002,1,0,0,27865.0
Chã de Alegria,COMANAS,2003,2,0,0,24383.0
Chã de Alegria,COMANAS,2004,3,0,0,27602.0
Chã de Alegria,COMANAS,2005,4,0,0,27809.0
Chã de Alegria,COMANAS,2006,5,0,0,32972.0
Chã de Alegria,COMANAS,2007,6,1,1,36565.0
Chã de Alegria,COMANAS,2008,7,1,2,39371.0
Chã de Alegria,COMANAS,2009,8,1,3,46383.0
Chã de Alegria,COMANAS,2010,9,1,4,58386.0
Chã de Alegria,COMANAS,2011,10,1,5,62332.0
Chã de Alegria,COMANAS,2012,11,1,6,63167.0
Chã de Alegria,COMANAS,2013,12,1,7,74628.0
Chã de Alegria,COMANAS,2014,13,1,8,82675.0
Chã de Alegria,COMANAS,2015,14,1,9,129253.0
Chã de Alegria,COMANAS,2016,15,1,10,123445.0
Chã de Alegria,COMANAS,2017,16,1,11,137979.0
Cortês,COMSUL,2002,1,0,0,37511.0
Cortês,COMSUL,2003,2,0,0,46594.0
Cortês,COMSUL,2004,3,0,0,50738.0
Cortês,COMSUL,2005,4,0,0,58280.0
Cortês,COMSUL,2006,5,0,0,61264.0
Cortês,COMSUL,2007,6,0,0,57637.0
Cortês,COMSUL,2008,7,0,0,64614.0
Cortês,COMSUL,2009,8,1,1,80259.0
Cortês,COMSUL,2010,9,1,2,113094.0
Cortês,COMSUL,2011,10,1,3,131227.0
Cortês,COMSUL,2012,11,1,4,103497.0
Cortês,COMSUL,2013,12,1,5,92527.0
Cortês,COMSUL,2014,13,1,6,107719.0
Cortês,COMSUL,2015,14,1,7,104855.0
Cortês,COMSUL,2016,15,1,8,125968.0
Cortês,COMSUL,2017,16,1,9,105239.0
Cupira,COMAGSUL,2002,1,0,0,45950.0
Cupira,COMAGSUL,2003,2,0,0,51114.0
Cupira,COMAGSUL,2004,3,0,0,56989.0
Cupira,COMAGSUL,2005,4,1,1,66899.0
Cupira,COMAGSUL,2006,5,1,2,73274.0
Cupira,COMAGSUL,2007,6,1,3,78317.0
Cupira,COMAGSUL,2008,7,1,4,89034.0
Cupira,COMAGSUL,2009,8,1,5,104364.0
Cupira,COMAGSUL,2010,9,1,6,128803.0
Cupira,COMAGSUL,2011,10,1,7,145998.0
Cupira,COMAGSUL,2012,11,1,8,174001.0
Cupira,COMAGSUL,2013,12,1,9,189583.0
Cupira,COMAGSUL,2014,13,1,10,213677.0
Cupira,COMAGSUL,2015,14,1,11,219798.0
Cupira,COMAGSUL,2016,15,1,12,227187.0
Cupira,COMAGSUL,2017,16,1,13,265443.0
Dormentes,CISAPE,2002,1,0,0,26333.0
Dormentes,CISAPE,2003,2,0,0,36923.0
Dormentes,CISAPE,2004,3,0,0,44278.0
Dormentes,CISAPE,2005,4,0,0,47235.0
Dormentes,CISAPE,2006,5,0,0,48405.0
Dormentes,CISAPE,2007,6,0,0,56344.0
Dormentes,CISAPE,2008,7,1,1,73397.0
Dormentes,CISAPE,2009,8,1,2,77958.0
Dormentes,CISAPE,2010,9,1,3,94863.0
Dormentes,CISAPE,2011,10,1,4,117595.0
Dormentes,CISAPE,2012,11,1,5,134832.0
Dormentes,CISAPE,2013,12,1,6,149358.0
Dormentes,CISAPE,2014,13,1,7,164596.0
Dormentes,CISAPE,2015,14,1,8,160688.0
Dormentes,CISAPE,2016,15,1,9,196360.0
Dormentes,CISAPE,2017,16,1,10,214910.0
Exu,CISAPE,2002,1,0,0,53503.0
Exu,CISAPE,2003,2,0,0,61533.0
Exu,CISAPE,2004,3,0,0,66999.0
Exu,CISAPE,2005,4,0,0,76366.0
Exu,CISAPE,2006,5,0,0,95677.0
Exu,CISAPE,2007,6,0,0,102927.0
Exu,CISAPE,2008,7,1,1,107983.0
Exu,CISAPE,2009,8,1,2,119482.0
Exu,CISAPE,2010,9,1,3,141179.0
Exu,CISAPE,2011,10,1,4,153231.0
Exu,CISAPE,2012,11,1,5,160364.0
Exu,CISAPE,2013,12,1,6,187868.0
Exu,CISAPE,2014,13,1,7,205477.0
Exu,CISAPE,2015,14,1,8,209976.0
Exu,CISAPE,2016,15,1,9,223198.0
Exu,CISAPE,2017,16,1,10,238223.0
Feira Nova,COMANAS,2002,1,0,0,28684.0
Feira Nova,COMANAS,2003,2,0,0,32236.0
Feira Nova,COMANAS,2004,3,0,0,36198.0
Feira Nova,COMANAS,2005,4,0,0,41626.0
Feira Nova,COMANAS,2006,5,0,0,46084.0
Feira Nova,COMANAS,2007,6,1,1,51518.0
Feira Nova,COMANAS,2008,7,1,2,59227.0
Feira Nova,COMANAS,2009,8,1,3,68946.0
Feira Nova,COMANAS,2010,9,1,4,80527.0
Feira Nova,COMANAS,2011,10,1,5,88950.0
Feira Nova,COMANAS,2012,11,1,6,111879.0
Feira Nova,COMANAS,2013,12,1,7,128068.0
Feira Nova,COMANAS,2014,13,1,8,138581.0
Feira Nova,COMANAS,2015,14,1,9,148819.0
Feira Nova,COMANAS,2016,15,1,10,167016.0
Feira Nova,COMANAS,2017,16,1,11,190770.0
Ferreiros,COMANAS,2002,1,0,0,29599.0
Ferreiros,COMANAS,2003,2,0,0,30302.0
Ferreiros,COMANAS,2004,3,0,0,32209.0
Ferreiros,COMANAS,2005,4,0,0,37986.0
Ferreiros,COMANAS,2006,5,0,0,43712.0
Ferreiros,COMANAS,2007,6,1,1,51280.0
Ferreiros,COMANAS,2008,7,1,2,57886.0
Ferreiros,COMANAS,2009,8,1,3,62079.0
Ferreiros,COMANAS,2010,9,1,4,74248.0
Ferreiros,COMANAS,2011,10,1,5,81390.0
Ferreiros,COMANAS,2012,11,1,6,79866.0
Ferreiros,COMANAS,2013,12,1,7,94241.0
Ferreiros,COMANAS,2014,13,1,8,91045.0
Ferreiros,COMANAS,2015,14,1,9,90349.0
Ferreiros,COMANAS,2016,15,1,10,102205.0
Ferreiros,COMANAS,2017,16,1,11,106851.0
Flores,CIMPAJEU,2002,1,0,0,32878.0
Flores,CIMPAJEU,2003,2,0,0,39873.0
Flores,CIMPAJEU,2004,3,0,0,38656.0
Flores,CIMPAJEU,2005,4,1,1,48368.0
Flores,CIMPAJEU,2006,5,1,2,59272.0
Flores,CIMPAJEU,2007,6,1,3,58892.0
Flores,CIMPAJEU,2008,7,1,4,72585.0
Flores,CIMPAJEU,2009,8,1,5,80489.0
Flores,CIMPAJEU,2010,9,1,6,83016.0
Flores,CIMPAJEU,2011,10,1,7,99134.0
Flores,CIMPAJEU,2012,11,1,8,99310.0
Flores,CIMPAJEU,2013,12,1,9,108087.0
Flores,CIMPAJEU,2014,13,1,10,124764.0
Flores,CIMPAJEU,2015,14,1,11,122100.0
Flores,CIMPAJEU,2016,15,1,12,144801.0
Flores,CIMPAJEU,2017,16,1,13,183282.0
Floresta,COMSIM,2002,1,0,0,71190.0
Floresta,COMSIM,2003,2,0,0,94461.0
Floresta,COMSIM,2004,3,0,0,112627.0
Floresta,COMSIM,2005,4,0,0,109139.0
Floresta,COMSIM,2006,5,0,0,119677.0
Floresta,COMSIM,2007,6,0,0,135446.0
Floresta,COMSIM,2008,7,0,0,155762.0
Floresta,COMSIM,2009,8,0,0,197492.0
Floresta,COMSIM,2010,9,0,0,248290.0
Floresta,COMSIM,2011,10,0,0,288008.0
Floresta,COMSIM,2012,11,0,0,334830.0
Floresta,COMSIM,2013,12,1,1,357062.0
Floresta,COMSIM,2014,13,1,2,368312.0
Floresta,COMSIM,2015,14,1,3,359574.0
Floresta,COMSIM,2016,15,1,4,395890.0
Floresta,COMSIM,2017,16,1,5,412808.0
Frei Miguelinho,COMANAS,2002,1,0,0,19678.0
Frei Miguelinho,COMANAS,2003,2,0,0,20276.0
Frei Miguelinho,COMANAS,2004,3,0,0,23988.0
Frei Miguelinho,COMANAS,2005,4,0,0,28853.0
Frei Miguelinho,COMANAS,2006,5,0,0,30709.0
Frei Miguelinho,COMANAS,2007,6,1,1,35877.0
Frei Miguelinho,COMANAS,2008,7,1,2,43647.0
Frei Miguelinho,COMANAS,2009,8,1,3,49747.0
Frei Miguelinho,COMANAS,2010,9,1,4,55435.0
Frei Miguelinho,COMANAS,2011,10,1,5,60497.0
Frei Miguelinho,COMANAS,2012,11,1,6,68029.0
Frei Miguelinho,COMANAS,2013,12,1,7,73924.0
Frei Miguelinho,COMANAS,2014,13,1,8,84320.0
Frei Miguelinho,COMANAS,2015,14,1,9,91349.0
Frei Miguelinho,COMANAS,2016,15,1,10,97544.0
Frei Miguelinho,COMANAS,2017,16,1,11,108792.0
Glória do Goitá,COMANAS,2002,1,0,0,48986.0
Glória do Goitá,COMANAS,2003,2,0,0,55938.0
Glória do Goitá,COMANAS,2004,3,0,0,61775.0
Glória do Goitá,COMANAS,2005,4,0,0,69888.0
Glória do Goitá,COMANAS,2006,5,0,0,78450.0
Glória do Goitá,COMANAS,2007,6,1,1,83387.0
Glória do Goitá,COMANAS,2008,7,1,2,93394.0
Glória do Goitá,COMANAS,2009,8,1,3,105373.0
Glória do Goitá,COMANAS,2010,9,1,4,123207.0
Glória do Goitá,COMANAS,2011,10,1,5,130784.0
Glória do Goitá,COMANAS,2012,11,1,6,166981.0
Glória do Goitá,COMANAS,2013,12,1,7,266069.0
Glória do Goitá,COMANAS,2014,13,1,8,368140.0
Glória do Goitá,COMANAS,2015,14,1,9,375755.0
Glória do Goitá,COMANAS,2016,15,1,10,399796.0
Glória do Goitá,COMANAS,2017,16,1,11,479098.0
Goiana,COMANAS,2002,1,0,0,394160.0
Goiana,COMANAS,2003,2,0,0,465725.0
Goiana,COMANAS,2004,3,0,0,437150.0
Goiana,COMANAS,2005,4,0,0,472100.0
Goiana,COMANAS,2006,5,0,0,521923.0
Goiana,COMANAS,2007,6,1,1,581616.0
Goiana,COMANAS,2008,7,1,2,686158.0
Goiana,COMANAS,2009,8,1,3,767738.0
Goiana,COMANAS,2010,9,1,4,901542.0
Goiana,COMANAS,2011,10,1,5,986928.0
Goiana,COMANAS,2012,11,1,6,1197161.0
Goiana,COMANAS,2013,12,1,7,1523593.0
Goiana,COMANAS,2014,13,1,8,2417853.0
Goiana,COMANAS,2015,14,1,9,3928984.0
Goiana,COMANAS,2016,15,1,10,5570161.0
Goiana,COMANAS,2017,16,1,11,9146860.0
Granito,CISAPE,2002,1,0,0,11636.0
Granito,CISAPE,2003,2,0,0,11665.0
Granito,CISAPE,2004,3,0,0,13030.0
Granito,CISAPE,2005,4,0,0,14875.0
Granito,CISAPE,2006,5,0,0,18131.0
Granito,CISAPE,2007,6,0,0,20201.0
Granito,CISAPE,2008,7,1,1,28593.0
Granito,CISAPE,2009,8,1,2,30401.0
Granito,CISAPE,2010,9,1,3,33838.0
Granito,CISAPE,2011,10,1,4,35283.0
Granito,CISAPE,2012,11,1,5,39014.0
Granito,CISAPE,2013,12,1,6,43319.0
Granito,CISAPE,2014,13,1,7,47792.0
Granito,CISAPE,2015,14,1,8,51669.0
Granito,CISAPE,2016,15,1,9,55864.0
Granito,CISAPE,2017,16,1,10,57276.0
Ibimirim,,2002,1,0,0,50631.0
Ibimirim,,2003,2,0,0,56864.0
Ibimirim,,2004,3,0,0,62626.0
Ibimirim,,2005,4,0,0,79309.0
Ibimirim,,2006,5,0,0,84799.0
Ibimirim,,2007,6,0,0,105061.0
Ibimirim,,2008,7,0,0,130630.0
Ibimirim,,2009,8,1,1,161119.0
Ibimirim,,2010,9,1,2,156426.0
Ibimirim,,2011,10,1,3,165853.0
Ibimirim,,2012,11,1,4,176975.0
Ibimirim,,2013,12,1,5,186120.0
Ibimirim,,2014,13,1,6,217210.0
Ibimirim,,2015,14,1,7,228963.0
Ibimirim,,2016,15,1,8,254698.0
Ibimirim,,2017,16,1,9,255908.0
Ibirajuba,COMAGSUL,2002,1,0,0,14331.0
Ibirajuba,COMAGSUL,2003,2,0,0,14320.0
Ibirajuba,COMAGSUL,2004,3,0,0,18984.0
Ibirajuba,COMAGSUL,2005,4,1,1,22125.0
Ibirajuba,COMAGSUL,2006,5,1,2,28046.0
Ibirajuba,COMAGSUL,2007,6,1,3,25807.0
Ibirajuba,COMAGSUL,2008,7,1,4,29382.0
Ibirajuba,COMAGSUL,2009,8,1,5,31624.0
Ibirajuba,COMAGSUL,2010,9,1,6,35655.0
Ibirajuba,COMAGSUL,2011,10,1,7,38310.0
Ibirajuba,COMAGSUL,2012,11,1,8,38547.0
Ibirajuba,COMAGSUL,2013,12,1,9,41028.0
Ibirajuba,COMAGSUL,2014,13,1,10,51813.0
Ibirajuba,COMAGSUL,2015,14,1,11,53019.0
Ibirajuba,COMAGSUL,2016,15,1,12,56029.0
Ibirajuba,COMAGSUL,2017,16,1,13,60416.0
Iguaracy,CIMPAJEU,2002,1,0,0,20878.0
Iguaracy,CIMPAJEU,2003,2,0,0,22889.0
Iguaracy,CIMPAJEU,2004,3,0,0,26287.0
Iguaracy,CIMPAJEU,2005,4,1,1,29927.0
Iguaracy,CIMPAJEU,2006,5,1,2,35052.0
Iguaracy,CIMPAJEU,2007,6,1,3,34845.0
Iguaracy,CIMPAJEU,2008,7,1,4,41417.0
Iguaracy,CIMPAJEU,2009,8,1,5,45180.0
Iguaracy,CIMPAJEU,2010,9,1,6,44467.0
Iguaracy,CIMPAJEU,2011,10,1,7,51406.0
Iguaracy,CIMPAJEU,2012,11,1,8,54487.0
Iguaracy,CIMPAJEU,2013,12,1,9,58893.0
Iguaracy,CIMPAJEU,2014,13,1,10,71593.0
Iguaracy,CIMPAJEU,2015,14,1,11,72580.0
Iguaracy,CIMPAJEU,2016,15,1,12,79331.0
Iguaracy,CIMPAJEU,2017,16,1,13,77738.0
Ipubi,CISAPE,2002,1,0,0,46944.0
Ipubi,CISAPE,2003,2,0,0,46849.0
Ipubi,CISAPE,2004,3,0,0,50461.0
Ipubi,CISAPE,2005,4,0,0,59829.0
Ipubi,CISAPE,2006,5,0,0,77208.0
Ipubi,CISAPE,2007,6,0,0,85088.0
Ipubi,CISAPE,2008,7,1,1,97850.0
Ipubi,CISAPE,2009,8,1,2,105868.0
Ipubi,CISAPE,2010,9,1,3,131970.0
Ipubi,CISAPE,2011,10,1,4,150626.0
Ipubi,CISAPE,2012,11,1,5,177761.0
Ipubi,CISAPE,2013,12,1,6,206381.0
Ipubi,CISAPE,2014,13,1,7,212761.0
Ipubi,CISAPE,2015,14,1,8,235669.0
Ipubi,CISAPE,2016,15,1,9,254277.0
Ipubi,CISAPE,2017,16,1,10,269159.0
Itacuruba,COMSIM,2002,1,0,0,15618.0
Itacuruba,COMSIM,2003,2,0,0,15607.0
Itacuruba,COMSIM,2004,3,0,0,14917.0
Itacuruba,COMSIM,2005,4,0,0,15301.0
Itacuruba,COMSIM,2006,5,0,0,17507.0
Itacuruba,COMSIM,2007,6,0,0,18722.0
Itacuruba,COMSIM,2008,7,0,0,20881.0
Itacuruba,COMSIM,2009,8,0,0,25247.0
Itacuruba,COMSIM,2010,9,0,0,30961.0
Itacuruba,COMSIM,2011,10,0,0,38328.0
Itacuruba,COMSIM,2012,11,0,0,41137.0
Itacuruba,COMSIM,2013,12,1,1,42858.0
Itacuruba,COMSIM,2014,13,1,2,53928.0
Itacuruba,COMSIM,2015,14,1,3,49752.0
Itacuruba,COMSIM,2016,15,1,4,53161.0
Itacuruba,COMSIM,2017,16,1,5,53447.0
Itambé,COMANAS,2002,1,0,0,92963.0
Itambé,COMANAS,2003,2,0,0,106212.0
Itambé,COMANAS,2004,3,0,0,104422.0
Itambé,COMANAS,2005,4,0,0,120922.0
Itambé,COMANAS,2006,5,0,0,153352.0
Itambé,COMANAS,2007,6,1,1,157238.0
Itambé,COMANAS,2008,7,1,2,192932.0
Itambé,COMANAS,2009,8,1,3,198377.0
Itambé,COMANAS,2010,9,1,4,214506.0
Itambé,COMANAS,2011,10,1,5,238508.0
Itambé,COMANAS,2012,11,1,6,244179.0
Itambé,COMANAS,2013,12,1,7,270184.0
Itambé,COMANAS,2014,13,1,8,358831.0
Itambé,COMANAS,2015,14,1,9,379557.0
Itambé,COMANAS,2016,15,1,10,464334.0
Itambé,COMANAS,2017,16,1,11,494960.0
Itaquitinga,COMANAS,2002,1,0,0,36805.0
Itaquitinga,COMANAS,2003,2,0,0,39739.0
Itaquitinga,COMANAS,2004,3,0,0,40621.0
Itaquitinga,COMANAS,2005,4,0,0,43162.0
Itaquitinga,COMANAS,2006,5,0,0,55099.0
Itaquitinga,COMANAS,2007,6,1,1,55817.0
Itaquitinga,COMANAS,2008,7,1,2,71659.0
Itaquitinga,COMANAS,2009,8,1,3,84559.0
Itaquitinga,COMANAS,2010,9,1,4,144367.0
Itaquitinga,COMANAS,2011,10,1,5,223289.0
Itaquitinga,COMANAS,2012,11,1,6,142876.0
Itaquitinga,COMANAS,2013,12,1,7,116693.0
Itaquitinga,COMANAS,2014,13,1,8,141569.0
Itaquitinga,COMANAS,2015,14,1,9,152428.0
Itaquitinga,COMANAS,2016,15,1,10,130487.0
Itaquitinga,COMANAS,2017,16,1,11,129671.0
Jatobá,COMSIM,2002,1,0,0,32188.0
Jatobá,COMSIM,2003,2,0,0,27125.0
Jatobá,COMSIM,2004,3,0,0,31794.0
Jatobá,COMSIM,2005,4,0,0,34998.0
Jatobá,COMSIM,2006,5,0,0,37068.0
Jatobá,COMSIM,2007,6,0,0,42399.0
Jatobá,COMSIM,2008,7,0,0,45575.0
Jatobá,COMSIM,2009,8,0,0,57293.0
Jatobá,COMSIM,2010,9,0,0,62557.0
Jatobá,COMSIM,2011,10,0,0,68870.0
Jatobá,COMSIM,2012,11,0,0,80981.0
Jatobá,COMSIM,2013,12,1,1,94089.0
Jatobá,COMSIM,2014,13,1,2,103377.0
Jatobá,COMSIM,2015,14,1,3,104063.0
Jatobá,COMSIM,2016,15,1,4,107626.0
Jatobá,COMSIM,2017,16,1,5,122707.0
João Alfredo,COMANAS,2002,1,0,0,46996.0
João Alfredo,COMANAS,2003,2,0,0,50126.0
João Alfredo,COMANAS,2004,3,0,0,56129.0
João Alfredo,COMANAS,2005,4,0,0,65609.0
João Alfredo,COMANAS,2006,5,0,0,77118.0
João Alfredo,COMANAS,2007,6,1,1,86372.0
João Alfredo,COMANAS,2008,7,1,2,99507.0
João Alfredo,COMANAS,2009,8,1,3,118593.0
João Alfredo,COMANAS,2010,9,1,4,129161.0
João Alfredo,COMANAS,2011,10,1,5,151376.0
João Alfredo,COMANAS,2012,11,1,6,176604.0
João Alfredo,COMANAS,2013,12,1,7,201565.0
João Alfredo,COMANAS,2014,13,1,8,215588.0
João Alfredo,COMANAS,2015,14,1,9,215545.0
João Alfredo,COMANAS,2016,15,1,10,234155.0
João Alfredo,COMANAS,2017,16,1,11,272386.0
Joaquim Nabuco,COMSUL,2002,1,0,0,82013.0
Joaquim Nabuco,COMSUL,2003,2,0,0,70499.0
Joaquim Nabuco,COMSUL,2004,3,0,0,61786.0
Joaquim Nabuco,COMSUL,2005,4,0,0,51235.0
Joaquim Nabuco,COMSUL,2006,5,0,0,54825.0
Joaquim Nabuco,COMSUL,2007,6,0,0,81146.0
Joaquim Nabuco,COMSUL,2008,7,0,0,95555.0
Joaquim Nabuco,COMSUL,2009,8,0,0,106772.0
Joaquim Nabuco,COMSUL,2010,9,1,1,118083.0
Joaquim Nabuco,COMSUL,2011,10,1,2,114605.0
Joaquim Nabuco,COMSUL,2012,11,1,3,151201.0
Joaquim Nabuco,COMSUL,2013,12,1,4,86920.0
Joaquim Nabuco,COMSUL,2014,13,1,5,95120.0
Joaquim Nabuco,COMSUL,2015,14,1,6,109098.0
Joaquim Nabuco,COMSUL,2016,15,1,7,122048.0
Joaquim Nabuco,COMSUL,2017,16,1,8,125455.0
Jurema,COMAGSUL,2002,1,0,0,31903.0
Jurema,COMAGSUL,2003,2,0,0,31885.0
Jurema,COMAGSUL,2004,3,0,0,31810.0
Jurema,COMAGSUL,2005,4,0,0,36825.0
Jurema,COMAGSUL,2006,5,0,0,43440.0
Jurema,COMAGSUL,2007,6,0,0,46455.0
Jurema,COMAGSUL,2008,7,0,0,53638.0
Jurema,COMAGSUL,2009,8,0,0,59784.0
Jurema,COMAGSUL,2010,9,1,1,63128.0
Jurema,COMAGSUL,2011,10,1,2,88351.0
Jurema,COMAGSUL,2012,11,1,3,75293.0
Jurema,COMAGSUL,2013,12,1,4,80409.0
Jurema,COMAGSUL,2014,13,1,5,86270.0
Jurema,COMAGSUL,2015,14,1,6,90683.0
Jurema,COMAGSUL,2016,15,1,7,101360.0
Jurema,COMAGSUL,2017,16,1,8,118757.0
Lagoa de Itaenga,COMANAS,2002,1,0,0,78008.0
Lagoa de Itaenga,COMANAS,2003,2,0,0,95056.0
Lagoa de Itaenga,COMANAS,2004,3,0,0,108210.0
Lagoa de Itaenga,COMANAS,2005,4,0,0,128005.0
Lagoa de Itaenga,COMANAS,2006,5,0,0,111721.0
Lagoa de Itaenga,COMANAS,2007,6,1,1,117724.0
Lagoa de Itaenga,COMANAS,2008,7,1,2,133305.0
Lagoa de Itaenga,COMANAS,2009,8,1,3,182214.0
Lagoa de Itaenga,COMANAS,2010,9,1,4,205505.0
Lagoa de Itaenga,COMANAS,2011,10,1,5,199514.0
Lagoa de Itaenga,COMANAS,2012,11,1,6,219278.0
Lagoa de Itaenga,COMANAS,2013,12,1,7,197247.0
Lagoa de Itaenga,COMANAS,2014,13,1,8,237968.0
Lagoa de Itaenga,COMANAS,2015,14,1,9,266120.0
Lagoa de Itaenga,COMANAS,2016,15,1,10,289014.0
Lagoa de Itaenga,COMANAS,2017,16,1,11,309436.0
Lagoa do Carro,COMANAS,2002,1,0,0,40235.0
Lagoa do Carro,COMANAS,2003,2,0,0,40406.0
Lagoa do Carro,COMANAS,2004,3,0,0,42589.0
Lagoa do Carro,COMANAS,2005,4,0,0,52173.0
Lagoa do Carro,COMANAS,2006,5,0,0,53153.0
Lagoa do Carro,COMANAS,2007,6,1,1,58724.0
Lagoa do Carro,COMANAS,2008,7,1,2,59980.0
Lagoa do Carro,COMANAS,2009,8,1,3,68282.0
Lagoa do Carro,COMANAS,2010,9,1,4,81573.0
Lagoa do Carro,COMANAS,2011,10,1,5,94147.0
Lagoa do Carro,COMANAS,2012,11,1,6,107637.0
Lagoa do Carro,COMANAS,2013,12,1,7,125280.0
Lagoa do Carro,COMANAS,2014,13,1,8,151023.0
Lagoa do Carro,COMANAS,2015,14,1,9,165925.0
Lagoa do Carro,COMANAS,2016,15,1,10,201866.0
Lagoa do Carro,COMANAS,2017,16,1,11,228084.0
Lagoa dos Gatos,COMAGSUL,2002,1,0,0,27746.0
Lagoa dos Gatos,COMAGSUL,2003,2,0,0,28494.0
Lagoa dos Gatos,COMAGSUL,2004,3,0,0,32477.0
Lagoa dos Gatos,COMAGSUL,2005,4,1,1,37630.0
Lagoa dos Gatos,COMAGSUL,2006,5,1,2,41074.0
Lagoa dos Gatos,COMAGSUL,2007,6,1,3,44430.0
Lagoa dos Gatos,COMAGSUL,2008,7,1,4,48186.0
Lagoa dos Gatos,COMAGSUL,2009,8,1,5,53807.0
Lagoa dos Gatos,COMAGSUL,2010,9,1,6,61841.0
Lagoa dos Gatos,COMAGSUL,2011,10,1,7,67923.0
Lagoa dos Gatos,COMAGSUL,2012,11,1,8,74566.0
Lagoa dos Gatos,COMAGSUL,2013,12,1,9,79803.0
Lagoa dos Gatos,COMAGSUL,2014,13,1,10,88185.0
Lagoa dos Gatos,COMAGSUL,2015,14,1,11,92973.0
Lagoa dos Gatos,COMAGSUL,2016,15,1,12,97710.0
Lagoa dos Gatos,COMAGSUL,2017,16,1,13,128987.0
Lajedo,COMAGSUL,2002,1,0,0,73086.0
Lajedo,COMAGSUL,2003,2,0,0,77264.0
Lajedo,COMAGSUL,2004,3,0,0,99924.0
Lajedo,COMAGSUL,2005,4,0,0,104747.0
Lajedo,COMAGSUL,2006,5,0,0,125960.0
Lajedo,COMAGSUL,2007,6,0,0,149950.0
Lajedo,COMAGSUL,2008,7,0,0,154335.0
Lajedo,COMAGSUL,2009,8,1,1,187481.0
Lajedo,COMAGSUL,2010,9,1,2,191951.0
Lajedo,COMAGSUL,2011,10,1,3,229515.0
Lajedo,COMAGSUL,2012,11,1,4,267355.0
Lajedo,COMAGSUL,2013,12,1,5,324636.0
Lajedo,COMAGSUL,2014,13,1,6,381597.0
Lajedo,COMAGSUL,2015,14,1,7,367335.0
Lajedo,COMAGSUL,2016,15,1,8,410109.0
Lajedo,COMAGSUL,2017,16,1,9,451194.0
Limoeiro,COMANAS,2002,1,0,0,148235.0
Limoeiro,COMANAS,2003,2,0,0,157103.0
Limoeiro,COMANAS,2004,3,0,0,170843.0
Limoeiro,COMANAS,2005,4,0,0,191851.0
Limoeiro,COMANAS,2006,5,0,0,213088.0
Limoeiro,COMANAS,2007,6,1,1,238782.0
Limoeiro,COMANAS,2008,7,1,2,263841.0
Limoeiro,COMANAS,2009,8,1,3,284321.0
Limoeiro,COMANAS,2010,9,1,4,351643.0
Limoeiro,COMANAS,2011,10,1,5,395027.0
Limoeiro,COMANAS,2012,11,1,6,476889.0
Limoeiro,COMANAS,2013,12,1,7,539835.0
Limoeiro,COMANAS,2014,13,1,8,597236.0
Limoeiro,COMANAS,2015,14,1,9,607820.0
Limoeiro,COMANAS,2016,15,1,10,689023.0
Limoeiro,COMANAS,2017,16,1,11,743517.0
Machados,COMANAS,2002,1,0,0,36485.0
Machados,COMANAS,2003,2,0,0,24598.0
Machados,COMANAS,2004,3,0,0,30459.0
Machados,COMANAS,2005,4,0,0,32975.0
Machados,COMANAS,2006,5,0,0,55833.0
Machados,COMANAS,2007,6,1,1,57659.0
Machados,COMANAS,2008,7,1,2,52453.0
Machados,COMANAS,2009,8,1,3,60294.0
Machados,COMANAS,2010,9,1,4,81179.0
Machados,COMANAS,2011,10,1,5,81900.0
Machados,COMANAS,2012,11,1,6,102651.0
Machados,COMANAS,2013,12,1,7,102931.0
Machados,COMANAS,2014,13,1,8,115315.0
Machados,COMANAS,2015,14,1,9,101404.0
Machados,COMANAS,2016,15,1,10,181474.0
Machados,COMANAS,2017,16,1,11,200858.0
